title,trailer_url
Sgt. Bilko (1996),https://www.youtube.com/watch?v=qMQBJM11N-Y
Diabolique (1996),https://www.youtube.com/watch?v=CgcYC-3YfeE
Courage Under Fire (1996),https://www.youtube.com/watch?v=9ZQE49MjyYQ
Mission: Impossible (1996),https://www.youtube.com/watch?v=L8Pbjh4EZRk
Dragonheart (1996),https://www.youtube.com/watch?v=iRjSw-4qcgM
James and the Giant Peach (1996),https://www.youtube.com/watch?v=73ax6ZrcUx4
Fear (1996),https://www.youtube.com/watch?v=p2AlffKozbg
Kids in the Hall: Brain Candy (1996),https://www.youtube.com/watch?v=A0CtrA_g_Lk
Mystery Science Theater 3000: The Movie (1996),https://www.youtube.com/watch?v=aJJ8RLi73xI
Space Jam (1996),https://www.youtube.com/watch?v=oKNy-MWjkcU
Barbarella (1968),https://www.youtube.com/watch?v=Ks5eE-lTFDw
Some Folks Call It a Sling Blade (1993),https://www.youtube.com/watch?v=sAgSUFT4cVk
Operation Dumbo Drop (1995),https://www.youtube.com/watch?v=mR2i6CIMRvA
"Substitute, The (1996)",https://www.youtube.com/watch?v=vsaUp6_jcJY
"Quest, The (1996)",https://www.youtube.com/watch?v=EaCbSlAsQoE
Mulholland Falls (1996),https://www.youtube.com/watch?v=4KQ4kqppxSs
"Truth About Cats & Dogs, The (1996)",https://www.youtube.com/watch?v=6nFJcAt-ktU
Oliver & Company (1988),https://www.youtube.com/watch?v=EExIKWcqSAI
Flipper (1996),https://www.youtube.com/watch?v=YQRbTNN-jNE
Dead Man (1995),https://www.youtube.com/watch?v=nn2nQMfLqwg
Multiplicity (1996),https://www.youtube.com/watch?v=I19IuJYbuyg
Wallace & Gromit: The Best of Aardman Animation (1996),https://www.youtube.com/watch?v=X0ZGf2B01uU
"Craft, The (1996)",https://www.youtube.com/watch?v=SxEqB--5ToI
"Great White Hype, The (1996)",https://www.youtube.com/watch?v=WnyftZZ880s
Cold Comfort Farm (1995),https://www.youtube.com/watch?v=tD3TI8bEOug
"Rock, The (1996)",https://www.youtube.com/watch?v=a3qcNyjj9ZQ
Twister (1996),https://www.youtube.com/watch?v=beHzfQPaTaw
Barb Wire (1996),https://www.youtube.com/watch?v=nI6434_deT4
Ghost in the Shell (Kôkaku kidôtai) (1995),https://www.youtube.com/watch?v=8RF09G8Ymqg
Thinner (1996),https://www.youtube.com/watch?v=jN4NcET1R-k
Spy Hard (1996),https://www.youtube.com/watch?v=wJK-Djc3AFw
Wallace & Gromit: A Close Shave (1995),https://www.youtube.com/watch?v=36GfaI0_B8E
"Arrival, The (1996)",https://www.youtube.com/watch?v=l6aH8FV24Rc
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),https://www.youtube.com/watch?v=jPU1AYTxwg4
"Phantom, The (1996)",https://www.youtube.com/watch?v=ylMVvzQrrII
Striptease (1996),https://www.youtube.com/watch?v=Ogp5KYh9xUA
Jack (1996),https://www.youtube.com/watch?v=SOmZ8Zw4SgM
I Shot Andy Warhol (1996),https://www.youtube.com/watch?v=qAQRCcQlXXE
Trainspotting (1996),https://www.youtube.com/watch?v=8LuxOYIpu-I
Independence Day (a.k.a. ID4) (1996),https://www.youtube.com/watch?v=5m06579u3Fk
Stealing Beauty (1996),https://www.youtube.com/watch?v=SStzlZz6lxc
"Fan, The (1996)",https://www.youtube.com/watch?v=OJhwzOqqdqU
"Hunchback of Notre Dame, The (1996)",https://www.youtube.com/watch?v=O6i3lyx1I_g
"Cable Guy, The (1996)",https://www.youtube.com/watch?v=rhhI_qYOacw
Kingpin (1996),https://www.youtube.com/watch?v=XomVcCptGbQ
Eraser (1996),https://www.youtube.com/watch?v=z2hSExg4Sbc
"Nutty Professor, The (1996)",https://www.youtube.com/watch?v=o3wJ-jzZqBw
Daylight (1996),https://www.youtube.com/watch?v=tRWIfCpxNK4
"Frighteners, The (1996)",https://www.youtube.com/watch?v=lKWiQLwr9Xs
Lone Star (1996),https://www.youtube.com/watch?v=UffK-IHM1B0
Harriet the Spy (1996),https://www.youtube.com/watch?v=pPUdYUdCofY
Phenomenon (1996),https://www.youtube.com/watch?v=apduYg2VqTI
She's the One (1996),https://www.youtube.com/watch?v=_3_TVzGHxnk
"Time to Kill, A (1996)",https://www.youtube.com/watch?v=701GQjY6PaI
Kazaam (1996),https://www.youtube.com/watch?v=fFVaxa1UKNg
"Very Brady Sequel, A (1996)",https://www.youtube.com/watch?v=BKkq5Iqujuw
"Adventures of Pinocchio, The (1996)",https://www.youtube.com/watch?v=DdSZWvO7DU4
Joe's Apartment (1996),https://www.youtube.com/watch?v=CuGs9GyMIVI
"First Wives Club, The (1996)",https://www.youtube.com/watch?v=RAZZJnab5nU
Ransom (1996),https://www.youtube.com/watch?v=mebIhXK8srA
Chain Reaction (1996),https://www.youtube.com/watch?v=qBvBOZl6wzw
Matilda (1996),https://www.youtube.com/watch?v=1UigDLytK5A
Emma (1996),https://www.youtube.com/watch?v=Jz_P43jHN6w
"Crow: City of Angels, The (1996)",https://www.youtube.com/watch?v=ptt-3fC3bcU
Tales from the Crypt Presents: Bordello of Blood (1996),https://www.youtube.com/watch?v=RR-LEl-M6D8
"Spitfire Grill, The (1996)",https://www.youtube.com/watch?v=pBISMUzU0Xo
Escape from L.A. (1996),https://www.youtube.com/watch?v=o6SWofbYD90
Basquiat (1996),https://www.youtube.com/watch?v=GsWZyvtX5tU
Tin Cup (1996),https://www.youtube.com/watch?v=kEGZzvF6XVA
"Godfather, The (1972)",https://www.youtube.com/watch?v=UaVTIH8mujA
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),https://www.youtube.com/watch?v=L_Fa2C6egY8
Bound (1996),https://www.youtube.com/watch?v=TjP67mLUOig
"Relic, The (1997)",https://www.youtube.com/watch?v=bFbvUDpRBuo
"Island of Dr. Moreau, The (1996)",https://www.youtube.com/watch?v=u8tVk61sHsQ
Bulletproof (1996),https://www.youtube.com/watch?v=iOPXStM4blg
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),https://www.youtube.com/watch?v=rAaPBxBxaV8
"Philadelphia Story, The (1940)",https://www.youtube.com/watch?v=oCfuPPR7wnQ
Singin' in the Rain (1952),https://www.youtube.com/watch?v=5_EVHeNEIJY
"American in Paris, An (1951)",https://www.youtube.com/watch?v=o2WAMZRCbpU
Funny Face (1957),https://www.youtube.com/watch?v=Hs6ASCq9YtY
Breakfast at Tiffany's (1961),https://www.youtube.com/watch?v=OPQkbvo99Ug
Vertigo (1958),https://www.youtube.com/watch?v=Z5jvQwwHQNY
Rear Window (1954),https://www.youtube.com/watch?v=m01YktiEZCw
It Happened One Night (1934),https://www.youtube.com/watch?v=Kd509cLN-9U
Gaslight (1944),https://www.youtube.com/watch?v=0ToLfQU2xmg
North by Northwest (1959),https://www.youtube.com/watch?v=ek7T9Gyl_J4
"Apartment, The (1960)",https://www.youtube.com/watch?v=OcslkrBMLGc
Some Like It Hot (1959),https://www.youtube.com/watch?v=97TYs2YXbJw
Charade (1963),https://www.youtube.com/watch?v=C6T2Q4XO7uA
Casablanca (1942),https://www.youtube.com/watch?v=BkL9l7qovsE
"Maltese Falcon, The (1941)",https://www.youtube.com/watch?v=3a9YU1SVbSE
My Fair Lady (1964),https://www.youtube.com/watch?v=ZJBM6qs22sE
Sabrina (1954),https://www.youtube.com/watch?v=77YpsPwlEFQ
Roman Holiday (1953),https://www.youtube.com/watch?v=ELb4S8P3q20
Meet Me in St. Louis (1944),https://www.youtube.com/watch?v=hdEouRM7Xv8
"Wizard of Oz, The (1939)",https://www.youtube.com/watch?v=njdreZRjvpc
Gone with the Wind (1939),https://www.youtube.com/watch?v=0X94oZgJis4
My Favorite Year (1982),https://www.youtube.com/watch?v=JqQWY8T5nok
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),https://www.youtube.com/watch?v=ikj_MO3XVrg
Citizen Kane (1941),https://www.youtube.com/watch?v=8dxh3lwdOFw
2001: A Space Odyssey (1968),https://www.youtube.com/watch?v=Z2UWOeBcsJI
All About Eve (1950),https://www.youtube.com/watch?v=uRjKPLH2OaQ
Rebecca (1940),https://www.youtube.com/watch?v=8YqFImp2xx8
Notorious (1946),https://www.youtube.com/watch?v=EhMyp8ZvjWs
Spellbound (1945),https://www.youtube.com/watch?v=HIBaGIUbXqI
"Affair to Remember, An (1957)",https://www.youtube.com/watch?v=1qFSl4DiKXA
To Catch a Thief (1955),https://www.youtube.com/watch?v=6LNQXjKFKwU
Father of the Bride (1950),https://www.youtube.com/watch?v=OCqEdzOZqAc
Gigi (1958),https://www.youtube.com/watch?v=rH8aVaeHqq4
"Adventures of Robin Hood, The (1938)",https://www.youtube.com/watch?v=BpqR6Ca-LL8
Laura (1944),https://www.youtube.com/watch?v=KgGtRJY516E
"Ghost and Mrs. Muir, The (1947)",https://www.youtube.com/watch?v=n-X00-BoG9o
Top Hat (1935),https://www.youtube.com/watch?v=EaFeC9zR8Kk
My Man Godfrey (1936),https://www.youtube.com/watch?v=O8xoAtKjnqs
Giant (1956),https://www.youtube.com/watch?v=elMP6PqGBo0
East of Eden (1955),https://www.youtube.com/watch?v=IqVoIQ5UsT8
"Thin Man, The (1934)",https://www.youtube.com/watch?v=mqpO6mx8WCE
His Girl Friday (1940),https://www.youtube.com/watch?v=-IS-KvD2_Zo
Around the World in 80 Days (1956),https://www.youtube.com/watch?v=vjiCO8k6Jhg
It's a Wonderful Life (1946),https://www.youtube.com/watch?v=iLR3gZrU2Xo
Mr. Smith Goes to Washington (1939),https://www.youtube.com/watch?v=mpJSB4Gbljc
Bringing Up Baby (1938),https://www.youtube.com/watch?v=F25nzu6hh0Q
"39 Steps, The (1935)",https://www.youtube.com/watch?v=LBcNfAcU-Lc
Night of the Living Dead (1968),https://www.youtube.com/watch?v=pd5a0gs-UCQ
"African Queen, The (1951)",https://www.youtube.com/watch?v=gYBDRAp4Or8
Cat on a Hot Tin Roof (1958),https://www.youtube.com/watch?v=AzogcorjLOI
Fly Away Home (1996),https://www.youtube.com/watch?v=Ui9th4nhvoY
Michael Collins (1996),https://www.youtube.com/watch?v=nvFV6xOWK9I
Big Night (1996),https://www.youtube.com/watch?v=lQQhoYLsoHI
Last Man Standing (1996),https://www.youtube.com/watch?v=Rz4pQWEtEhg
2 Days in the Valley (1996),https://www.youtube.com/watch?v=rQf5BI1_K50
Extreme Measures (1996),https://www.youtube.com/watch?v=dUppiay4Fs0
"Glimmer Man, The (1996)",https://www.youtube.com/watch?v=HuEAexNxur4
D3: The Mighty Ducks (1996),https://www.youtube.com/watch?v=pdmcLO2S8-g
"Chamber, The (1996)",https://www.youtube.com/watch?v=9Qu4LuSdbTo
"Apple Dumpling Gang, The (1975)",https://www.youtube.com/watch?v=ChXz7yNjt3Y
Escape to Witch Mountain (1975),https://www.youtube.com/watch?v=nswae1s320k
"Love Bug, The (1969)",https://www.youtube.com/watch?v=gn3gK27HIsw
Herbie Rides Again (1974),https://www.youtube.com/watch?v=swDEaCgluWQ
Old Yeller (1957),https://www.youtube.com/watch?v=ctter6jvD4Y
"Parent Trap, The (1961)",https://www.youtube.com/watch?v=E0HVZHMGXsM
Pollyanna (1960),https://www.youtube.com/watch?v=XVtLP5tfpCA
Homeward Bound: The Incredible Journey (1993),https://www.youtube.com/watch?v=ceOXz_DVLCA
"Shaggy Dog, The (1959)",https://www.youtube.com/watch?v=qFn9Tmjj-hY
Swiss Family Robinson (1960),https://www.youtube.com/watch?v=O3qehNT3KjY
"20,000 Leagues Under the Sea (1954)",https://www.youtube.com/watch?v=BdHWQOhs1x4
Cool Runnings (1993),https://www.youtube.com/watch?v=wLlmymHRNZg
Angels in the Outfield (1994),https://www.youtube.com/watch?v=wok7pG9_vX8
Cinderella (1950),https://www.youtube.com/watch?v=UcjYD91YW_M
Winnie the Pooh and the Blustery Day (1968),https://www.youtube.com/watch?v=lIRTFlGjohw
"Sword in the Stone, The (1963)",https://www.youtube.com/watch?v=UI57RCDMgVM
Robin Hood: Prince of Thieves (1991),https://www.youtube.com/watch?v=fhz5aB-u77Q
Mary Poppins (1964),https://www.youtube.com/watch?v=YfkEQDPlb8g
Dumbo (1941),https://www.youtube.com/watch?v=tLtQ3bCvBA0
Pete's Dragon (1977),https://www.youtube.com/watch?v=vUW0a_I3kxU
Bedknobs and Broomsticks (1971),https://www.youtube.com/watch?v=8xHM7TNxg3s
Alice in Wonderland (1951),https://www.youtube.com/watch?v=KLIqErnQCuw
"Fox and the Hound, The (1981)",https://www.youtube.com/watch?v=hbuIeTHh4To
Freeway (1996),https://www.youtube.com/watch?v=C5aNEQ-xP48
"Sound of Music, The (1965)",https://www.youtube.com/watch?v=aMMgcAqOYbI
Die Hard (1988),https://www.youtube.com/watch?v=jaJuwKCmJbY
"Lawnmower Man, The (1992)",https://www.youtube.com/watch?v=zzwPuJklv4w
Secrets & Lies (1996),https://www.youtube.com/watch?v=ShV57ZotaRc
That Thing You Do! (1996),https://www.youtube.com/watch?v=zhyO3Pc6oSI
"Long Kiss Goodnight, The (1996)",https://www.youtube.com/watch?v=tQAacfslueQ
"Ghost and the Darkness, The (1996)",https://www.youtube.com/watch?v=jGsiY-2CkPU
Looking for Richard (1996),https://www.youtube.com/watch?v=nVgdtcNwIGQ
Everyone Says I Love You (1996),https://www.youtube.com/watch?v=Oa2VdDbE6lI
William Shakespeare's Romeo + Juliet (1996),https://www.youtube.com/watch?v=4VBsi0VxiLg
Swingers (1996),https://www.youtube.com/watch?v=nWCct8XbQD0
Sleepers (1996),https://www.youtube.com/watch?v=sVdiN_4gBWk
Aladdin and the King of Thieves (1996),https://www.youtube.com/watch?v=zH2CGBOtJjc
Willy Wonka & the Chocolate Factory (1971),https://www.youtube.com/watch?v=2cBja3AbahY
Sleeper (1973),https://www.youtube.com/watch?v=VDC1SUlXuGI
Bananas (1971),https://www.youtube.com/watch?v=8tO1xhgYvUM
"Fish Called Wanda, A (1988)",https://www.youtube.com/watch?v=0WTwVpEEMps
Monty Python's Life of Brian (1979),https://www.youtube.com/watch?v=GeKzBQnAq5I
Victor/Victoria (1982),https://www.youtube.com/watch?v=eQHX1Qczp6E
"Candidate, The (1972)",https://www.youtube.com/watch?v=9RTIQWXzexU
"Great Race, The (1965)",https://www.youtube.com/watch?v=9biklE2wA6M
Bonnie and Clyde (1967),https://www.youtube.com/watch?v=hZpm1zj9510
Dial M for Murder (1954),https://www.youtube.com/watch?v=JWP_hrNHSN4
Dirty Dancing (1987),https://www.youtube.com/watch?v=eIcmQNy9FsM
Reservoir Dogs (1992),https://www.youtube.com/watch?v=vayksn4Y93A
Platoon (1986),https://www.youtube.com/watch?v=R8weLPF4qBQ
Weekend at Bernie's (1989),https://www.youtube.com/watch?v=YCTgcZ6ImsQ
Basic Instinct (1992),https://www.youtube.com/watch?v=4f96x3UpoaQ
"Doors, The (1991)",https://www.youtube.com/watch?v=IERQmR2qESU
"Crying Game, The (1992)",https://www.youtube.com/watch?v=F6N426QCQ-Y
Glengarry Glen Ross (1992),https://www.youtube.com/watch?v=g2ofJqqsL5g
Sophie's Choice (1982),https://www.youtube.com/watch?v=STPJVf6wqCk
E.T. the Extra-Terrestrial (1982),https://www.youtube.com/watch?v=qYAETtIIClk
"Christmas Carol, A (1938)",https://www.youtube.com/watch?v=yVop9seXSoQ
Days of Thunder (1990),https://www.youtube.com/watch?v=oPXL4_eZ4-M
Top Gun (1986),https://www.youtube.com/watch?v=xa_z57UatDY
Rebel Without a Cause (1955),https://www.youtube.com/watch?v=HWHH5TwEwtI
"Streetcar Named Desire, A (1951)",https://www.youtube.com/watch?v=u9YgJjSCT08
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),https://www.youtube.com/watch?v=76R2EKEnoJQ
"People vs. Larry Flynt, The (1996)",https://www.youtube.com/watch?v=fR6l4D47fW8
On Golden Pond (1981),https://www.youtube.com/watch?v=Y85sfYVOS84
"Return of the Pink Panther, The (1975)",https://www.youtube.com/watch?v=a1AMga5GaEQ
Drop Dead Fred (1991),https://www.youtube.com/watch?v=ZBRkTa9eGls
"Abyss, The (1989)",https://www.youtube.com/watch?v=7cCVYAcIIAo
"Fog, The (1980)",https://www.youtube.com/watch?v=fUyunS1hGyQ
Escape from New York (1981),https://www.youtube.com/watch?v=10OoccK7dIw
"Howling, The (1980)",https://www.youtube.com/watch?v=SXT3KKP00ko
Jean de Florette (1986),https://www.youtube.com/watch?v=rDJXPiyvQfg
Manon of the Spring (Manon des sources) (1986),https://www.youtube.com/watch?v=EfKFPktklmA
Private Benjamin (1980),https://www.youtube.com/watch?v=KTuip4gVJWg
Monty Python and the Holy Grail (1975),https://www.youtube.com/watch?v=urRkGvhXc8w
When We Were Kings (1996),https://www.youtube.com/watch?v=pqRP_5H5jmU
Wallace & Gromit: The Wrong Trousers (1993),https://www.youtube.com/watch?v=_nT8icXQVa8
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",https://www.youtube.com/watch?v=HbcfyVEbUXk
"Tin Drum, The (Blechtrommel, Die) (1979)",https://www.youtube.com/watch?v=NTKLqhT-tTo
Bob Roberts (1992),https://www.youtube.com/watch?v=yRpWaJRyVQo
Cinema Paradiso (Nuovo cinema Paradiso) (1989),https://www.youtube.com/watch?v=JMyVSD6OvO8
"Cook the Thief His Wife & Her Lover, The (1989)",https://www.youtube.com/watch?v=gxpQomMfvIM
Delicatessen (1991),https://www.youtube.com/watch?v=GVL5_I4CvTc
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",https://www.youtube.com/watch?v=_baGBH7_G4U
Enchanted April (1992),https://www.youtube.com/watch?v=1-HsRAM2Ink
Paths of Glory (1957),https://www.youtube.com/watch?v=FESvZ0HG2p4
"Grifters, The (1990)",https://www.youtube.com/watch?v=Y-aSj4uiR90
"English Patient, The (1996)",https://www.youtube.com/watch?v=Xk_LRcOFT0c
My Left Foot (1989),https://www.youtube.com/watch?v=xj7yME23Hes
"Sex, Lies, and Videotape (1989)",https://www.youtube.com/watch?v=9eGQdn4QGN8
Strictly Ballroom (1992),https://www.youtube.com/watch?v=lxprz6gOmpg
"Thin Blue Line, The (1988)",https://www.youtube.com/watch?v=dNL5A4D0G4g
Tie Me Up! Tie Me Down! (¡Átame!) (1990),https://www.youtube.com/watch?v=WGrMl7LNK8c
Madonna: Truth or Dare (1991),https://www.youtube.com/watch?v=CtYp9YKhUZ8
One Flew Over the Cuckoo's Nest (1975),https://www.youtube.com/watch?v=OXrcDonY-B8
Cheech and Chong's Up in Smoke (1978),https://www.youtube.com/watch?v=zpvv81988v0
Star Wars: Episode V - The Empire Strikes Back (1980),https://www.youtube.com/watch?v=JNwNXF9Y6kY
"Princess Bride, The (1987)",https://www.youtube.com/watch?v=O3CIXEAjcc8
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),https://www.youtube.com/watch?v=0xQSIdSRlAk
Brazil (1985),https://www.youtube.com/watch?v=ZKPFC8DA9_8
Aliens (1986),https://www.youtube.com/watch?v=oSeQQlaCZgU
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",https://www.youtube.com/watch?v=IFNUGzCOQoI
Withnail & I (1987),https://www.youtube.com/watch?v=d9Z0DV33gAY
12 Angry Men (1957),https://www.youtube.com/watch?v=TEN-2uTi2c0
Lawrence of Arabia (1962),https://www.youtube.com/watch?v=vOlRhGEhG7k
"Clockwork Orange, A (1971)",https://www.youtube.com/watch?v=T54uZPI4Z8A
To Kill a Mockingbird (1962),https://www.youtube.com/watch?v=KR7loA_oziY
Apocalypse Now (1979),https://www.youtube.com/watch?v=9l-ViOOFH-s
Once Upon a Time in the West (C'era una volta il West) (1968),https://www.youtube.com/watch?v=c8CJ6L0I6W8
Star Wars: Episode VI - Return of the Jedi (1983),https://www.youtube.com/watch?v=7L8p7_SLzvU
"Wings of Desire (Himmel über Berlin, Der) (1987)",https://www.youtube.com/watch?v=0iAzYofuItM
"Third Man, The (1949)",https://www.youtube.com/watch?v=r9yyDEDGlr0
Goodfellas (1990),https://www.youtube.com/watch?v=2ilzidi_J8Q
Alien (1979),https://www.youtube.com/watch?v=jQ5lPt9edzQ
Army of Darkness (1993),https://www.youtube.com/watch?v=UHZQEtG8xYo
"Big Blue, The (Grand bleu, Le) (1988)",https://www.youtube.com/watch?v=WNkIjVyf3UQ
Ran (1985),https://www.youtube.com/watch?v=YwP_kXyd-Rw
"Killer, The (Die xue shuang xiong) (1989)",https://www.youtube.com/watch?v=8Bph5JvuOrs
Psycho (1960),https://www.youtube.com/watch?v=Wz719b9QUqY
"Blues Brothers, The (1980)",https://www.youtube.com/watch?v=2HCR4c1zPyk
"Godfather: Part II, The (1974)",https://www.youtube.com/watch?v=9O1Iy9od7-A
Full Metal Jacket (1987),https://www.youtube.com/watch?v=n2i917l5RFc
"Grand Day Out with Wallace and Gromit, A (1989)",https://www.youtube.com/watch?v=ablYsAGtuSM
Henry V (1989),https://www.youtube.com/watch?v=sJZTlrQZMjY
Amadeus (1984),https://www.youtube.com/watch?v=r7kWQj9FCGY
"Quiet Man, The (1952)",https://www.youtube.com/watch?v=2kimSAyuIYc
Once Upon a Time in America (1984),https://www.youtube.com/watch?v=LcpCRyNo8T8
Raging Bull (1980),https://www.youtube.com/watch?v=F2UKuKxCJqc
Annie Hall (1977),https://www.youtube.com/watch?v=OqVgCfZX-yE
"Right Stuff, The (1983)",https://www.youtube.com/watch?v=ElzIPn1pXWE
Stalker (1979),https://www.youtube.com/watch?v=YuOnfQd-aTw
"Boot, Das (Boat, The) (1981)",https://www.youtube.com/watch?v=KhNnU4h1Q50
"Sting, The (1973)",https://www.youtube.com/watch?v=_nAIb_J9T5M
Harold and Maude (1971),https://www.youtube.com/watch?v=_ckWTn-y5Rw
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",https://www.youtube.com/watch?v=vZucwtdSvJ8
Local Hero (1983),https://www.youtube.com/watch?v=nufb3JysCgY
"Terminator, The (1984)",https://www.youtube.com/watch?v=k64P4l2Wmeg
Dead Alive (Braindead) (1992),https://www.youtube.com/watch?v=O8LIug1cP04
Glory (1989),https://www.youtube.com/watch?v=-OS-OE1EcHI
Rosencrantz and Guildenstern Are Dead (1990),https://www.youtube.com/watch?v=LBfFYvdfL90
Manhattan (1979),https://www.youtube.com/watch?v=JEoEGW4Hb9w
Miller's Crossing (1990),https://www.youtube.com/watch?v=hkJIcFMN_pc
Dead Poets Society (1989),https://www.youtube.com/watch?v=ye4KFyWu2do
"Graduate, The (1967)",https://www.youtube.com/watch?v=6cKafIqhEvk
Touch of Evil (1958),https://www.youtube.com/watch?v=V-Oqn2hMp1M
"Femme Nikita, La (Nikita) (1990)",https://www.youtube.com/watch?v=Gh8RoDMUUsA
"Bridge on the River Kwai, The (1957)",https://www.youtube.com/watch?v=F5WlzJvBKQs
8 1/2 (8½) (1963),https://www.youtube.com/watch?v=RmIC9pQ80Fk
Chinatown (1974),https://www.youtube.com/watch?v=p39LFdGI-YA
"Day the Earth Stood Still, The (1951)",https://www.youtube.com/watch?v=51JoEE_znyI
"Treasure of the Sierra Madre, The (1948)",https://www.youtube.com/watch?v=XZ8Q9mOYJgE
Bad Taste (1987),https://www.youtube.com/watch?v=7IHwKJOZZ6U
Duck Soup (1933),https://www.youtube.com/watch?v=9CEdb0sGfaI
Better Off Dead... (1985),https://www.youtube.com/watch?v=NdSavg_i_lw
"Shining, The (1980)",https://www.youtube.com/watch?v=S014oGZiSdI
Stand by Me (1986),https://www.youtube.com/watch?v=jaiZ6ZQoO-Y
M (1931),https://www.youtube.com/watch?v=nsVproWjN6c
Evil Dead II (Dead by Dawn) (1987),https://www.youtube.com/watch?v=7qBGnzz7mPI
"Great Escape, The (1963)",https://www.youtube.com/watch?v=r9Q_WESQUVw
"Deer Hunter, The (1978)",https://www.youtube.com/watch?v=g7q1SjVdsNk
Diva (1981),https://www.youtube.com/watch?v=Lugx0xX2G54
Groundhog Day (1993),https://www.youtube.com/watch?v=GncQtURdcE4
Unforgiven (1992),https://www.youtube.com/watch?v=ftTX4FoBWlE
"Manchurian Candidate, The (1962)",https://www.youtube.com/watch?v=Oc8LpuM5Bhs
Pump Up the Volume (1990),https://www.youtube.com/watch?v=uo-km-qfJe8
Arsenic and Old Lace (1944),https://www.youtube.com/watch?v=GCWBDwkhGN0
Back to the Future (1985),https://www.youtube.com/watch?v=qvsgGtivCgs
Fried Green Tomatoes (1991),https://www.youtube.com/watch?v=SNTMINow0qg
Patton (1970),https://www.youtube.com/watch?v=bLXzqSmxGaM
Down by Law (1986),https://www.youtube.com/watch?v=7OHg4Ayewao
Akira (1988),https://www.youtube.com/watch?v=nA8KmHC2Z-g
Highlander (1986),https://www.youtube.com/watch?v=omOZyLmNMJs
Cool Hand Luke (1967),https://www.youtube.com/watch?v=ofxtDrRVQY4
Cyrano de Bergerac (1990),https://www.youtube.com/watch?v=fJyaXzAmYPs
Young Frankenstein (1974),https://www.youtube.com/watch?v=sO8g8VmFf0M
Night on Earth (1991),https://www.youtube.com/watch?v=b12pcc3ZWho
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),https://www.youtube.com/watch?v=x8kwb4qFrT4
"Great Dictator, The (1940)",https://www.youtube.com/watch?v=i1C6qZVeFtA
Fantasia (1940),https://www.youtube.com/watch?v=V88OP8n1IQY
High Noon (1952),https://www.youtube.com/watch?v=g9CR_tib0CA
"Big Sleep, The (1946)",https://www.youtube.com/watch?v=n-K49CUaeto
Heathers (1989),https://www.youtube.com/watch?v=WE3_uwJC4NQ
Somewhere in Time (1980),https://www.youtube.com/watch?v=9uicvPZSKIM
Ben-Hur (1959),https://www.youtube.com/watch?v=NR1ZHKw09n8
This Is Spinal Tap (1984),https://www.youtube.com/watch?v=HsFm6Yk_HkE
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),https://www.youtube.com/watch?v=tDW-1JIa2gI
Some Kind of Wonderful (1987),https://www.youtube.com/watch?v=pe-fpKAhjsk
Indiana Jones and the Last Crusade (1989),https://www.youtube.com/watch?v=sagmdpkWUqc
Being There (1979),https://www.youtube.com/watch?v=oOOghKacg40
Gandhi (1982),https://www.youtube.com/watch?v=B7I6D3mSYTE
"Unbearable Lightness of Being, The (1988)",https://www.youtube.com/watch?v=TS_39WB8CH8
"Room with a View, A (1986)",https://www.youtube.com/watch?v=x7UGQ709lOY
Real Genius (1985),https://www.youtube.com/watch?v=xuv7SIVNkx8
Pink Floyd: The Wall (1982),https://www.youtube.com/watch?v=5CJRnRyA4wA
"Killing Fields, The (1984)",https://www.youtube.com/watch?v=0Um2j1iEj1k
My Life as a Dog (Mitt liv som hund) (1985),https://www.youtube.com/watch?v=QSqlvZy339s
Forbidden Planet (1956),https://www.youtube.com/watch?v=AxQ9GG6hUDM
Field of Dreams (1989),https://www.youtube.com/watch?v=Ut06d4dptWo
"Man Who Would Be King, The (1975)",https://www.youtube.com/watch?v=gjAi5ER5FOU
Butch Cassidy and the Sundance Kid (1969),https://www.youtube.com/watch?v=YdJW2UxvSFQ
"Paris, Texas (1984)",https://www.youtube.com/watch?v=9e590FeeGCM
When Harry Met Sally... (1989),https://www.youtube.com/watch?v=-E10AcydCuk
Alien³ (a.k.a. Alien 3) (1992),https://www.youtube.com/watch?v=ZOz48cgvYCs
"American Werewolf in London, An (1981)",https://www.youtube.com/watch?v=Tfz9AhPnM8c
"Amityville Horror, The (1979)",https://www.youtube.com/watch?v=6CC5IjKBtFY
"Birds, The (1963)",https://www.youtube.com/watch?v=0fJh2gIBOto
"Blob, The (1958)",https://www.youtube.com/watch?v=J-heIT3L9Qg
Dracula (Bram Stoker's Dracula) (1992),https://www.youtube.com/watch?v=CjgwUB1CXek
